_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	stress	tokens	type
herinneren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5052438328060144	0.38764988871084105	NA	NA	BOW	NA	nobound	142	lex	3_3	1	selection	FOC	97	nav	4_4	NA	174	herinneren
herinneren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.5023222906624673	0.3719113077675243	NA	NA	BOW	NA	nobound	142	lex	3_3	1	selection	FOC	142	all	4_4	NA	174	herinneren
herinneren.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	-1.2058919093692946	1.0159024658942397	NA	NA	BOW	NA	nobound	276	lex	3_3	1	no	5000	5000	nav	4_4	NA	220	herinneren
herinneren.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	-1.235239952163425	1.3416707771471894	NA	NA	BOW	NA	nobound	276	lex	3_3	1	no	5000	5000	all	4_4	NA	220	herinneren
herinneren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.1336009391239443	1.0682420675240636	NA	NA	BOW	NA	nobound	276	lex	3_3	1	no	FOC	202	nav	4_4	NA	220	herinneren
herinneren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	-1.124487129822581	1.0399692165595067	NA	NA	BOW	NA	nobound	276	lex	3_3	1	no	FOC	276	all	4_4	NA	220	herinneren
herinneren.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	1.1035181487371604	0.7496251355716361	NA	NA	BOW	NA	nobound	245	all	3_3	1	weight	5000	5000	nav	4_4	NA	239	herinneren
herinneren.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	1.0967851139310842	0.7084668764432616	NA	NA	BOW	NA	nobound	245	all	3_3	1	weight	5000	5000	all	4_4	NA	239	herinneren
herinneren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	1.0231178091660258	0.7475414577357454	NA	NA	BOW	NA	nobound	245	all	3_3	1	weight	FOC	97	nav	4_4	NA	239	herinneren
herinneren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.9747543636560934	0.7111319926457625	NA	NA	BOW	NA	nobound	245	all	3_3	1	weight	FOC	245	all	4_4	NA	239	herinneren
herinneren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.8023714410228724	0.7075991600901349	NA	NA	BOW	NA	nobound	245	all	3_3	1	selection	5000	5000	nav	4_4	NA	239	herinneren
herinneren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	0.8425455027862535	0.884802540870882	NA	NA	BOW	NA	nobound	245	all	3_3	1	selection	5000	5000	all	4_4	NA	239	herinneren
herinneren.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.5496726353675693	0.8611420788222126	NA	NA	BOW	NA	nobound	245	all	3_3	1	selection	FOC	97	nav	4_4	NA	239	herinneren
herinneren.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.5639227477950585	0.7702429328291861	NA	NA	BOW	NA	nobound	245	all	3_3	1	selection	FOC	245	all	4_4	NA	239	herinneren
herinneren.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.9059354068150277	0.9712055487643458	NA	NA	BOW	NA	nobound	432	all	3_3	1	no	5000	5000	nav	4_4	NA	240	herinneren
herinneren.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	0.7087796729716572	1.7831729424880678	NA	NA	BOW	NA	nobound	432	all	3_3	1	no	5000	5000	all	4_4	NA	240	herinneren
herinneren.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.6007182870882682	0.9688115554671953	NA	NA	BOW	NA	nobound	432	all	3_3	1	no	FOC	202	nav	4_4	NA	240	herinneren
herinneren.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.530607659169162	0.856427050194515	NA	NA	BOW	NA	nobound	432	all	3_3	1	no	FOC	432	all	4_4	NA	240	herinneren
herinneren.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	1.209582379506095	0.04556891161595316	selection2	NA	dependency	NA	bound	276	NA	NA	1	weight	5000	5000	nav	4_4	NA	237	herinneren
herinneren.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	1.2969120226553548	-0.015092993692282944	selection2	NA	dependency	NA	bound	276	NA	NA	1	weight	5000	5000	all	4_4	NA	237	herinneren
herinneren.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	1.1202451132226	0.08369307617235494	selection2	NA	dependency	NA	bound	276	NA	NA	1	weight	FOC	114	nav	4_4	NA	237	herinneren
herinneren.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	1.0334800056625228	0.08281101515076851	selection2	NA	dependency	NA	bound	276	NA	NA	1	weight	FOC	276	all	4_4	NA	237	herinneren
herinneren.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.7073112232265919	-0.1352064401289677	selection2	NA	dependency	NA	bound	276	NA	NA	1	selection	5000	5000	nav	4_4	NA	237	herinneren
herinneren.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	1.0740883710055558	-0.4448328217303566	selection2	NA	dependency	NA	bound	276	NA	NA	1	selection	5000	5000	all	4_4	NA	237	herinneren
herinneren.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	0.49860859401174845	-0.09006857100022467	selection2	NA	dependency	NA	bound	276	NA	NA	1	selection	FOC	114	nav	4_4	NA	237	herinneren
herinneren.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.5235452487534826	-0.06596053446411348	selection2	NA	dependency	NA	bound	276	NA	NA	1	selection	FOC	276	all	4_4	NA	237	herinneren
herinneren.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	0.7787365755031241	-0.7506083363291243	selection2	NA	dependency	NA	bound	557	NA	NA	1	no	5000	5000	nav	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	0.7998221166455506	-1.7078171564130133	selection2	NA	dependency	NA	bound	557	NA	NA	1	no	5000	5000	all	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	0.6385950723663875	-0.6694176985357234	selection2	NA	dependency	NA	bound	557	NA	NA	1	no	FOC	265	nav	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	0.5774113904484615	-0.6180440872342017	selection2	NA	dependency	NA	bound	557	NA	NA	1	no	FOC	557	all	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	1.1430048073994232	-0.08257310552071302	selection3	NA	dependency	NA	bound	374	NA	NA	1	weight	5000	5000	nav	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	1.2322646961152925	-0.18587030578688132	selection3	NA	dependency	NA	bound	374	NA	NA	1	weight	5000	5000	all	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	0.9709186355035089	-0.10151459464307849	selection3	NA	dependency	NA	bound	374	NA	NA	1	weight	FOC	162	nav	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	0.9033678808217362	-0.08982679662183314	selection3	NA	dependency	NA	bound	374	NA	NA	1	weight	FOC	374	all	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.6190199641244793	-0.31857706347024745	selection3	NA	dependency	NA	bound	374	NA	NA	1	selection	5000	5000	nav	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	1.033765579689287	-0.9105138975329159	selection3	NA	dependency	NA	bound	374	NA	NA	1	selection	5000	5000	all	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	0.3961632114733709	-0.3503666541690278	selection3	NA	dependency	NA	bound	374	NA	NA	1	selection	FOC	162	nav	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	0.3897556738485773	-0.27316440408007575	selection3	NA	dependency	NA	bound	374	NA	NA	1	selection	FOC	374	all	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	0.6409507547438671	-1.208762972202806	selection3	NA	dependency	NA	bound	843	NA	NA	1	no	5000	5000	nav	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	0.4085068919144764	-2.2556399797299624	selection3	NA	dependency	NA	bound	843	NA	NA	1	no	5000	5000	all	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	0.4970147890233522	-1.03985614008515	selection3	NA	dependency	NA	bound	843	NA	NA	1	no	FOC	431	nav	4_4	NA	238	herinneren
herinneren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	0.4550994449690012	-1.0273399421049176	selection3	NA	dependency	NA	bound	843	NA	NA	1	no	FOC	843	all	4_4	NA	238	herinneren
herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.6190199641244793	-0.31857706347024745	weight	NA	dependency	NA	bound	374	NA	NA	1	selection	5000	5000	nav	4_4	NA	238	herinneren
herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	1.033765579689287	-0.9105138975329159	weight	NA	dependency	NA	bound	374	NA	NA	1	selection	5000	5000	all	4_4	NA	238	herinneren
herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.3961632114733709	-0.3503666541690278	weight	NA	dependency	NA	bound	374	NA	NA	1	selection	FOC	162	nav	4_4	NA	238	herinneren
herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.3897556738485773	-0.27316440408007575	weight	NA	dependency	NA	bound	374	NA	NA	1	selection	FOC	374	all	4_4	NA	238	herinneren
herinneren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	0.8418240068924285	-0.6391245280268792	weight	NA	dependency	NA	bound	843	NA	NA	1	no	5000	5000	nav	4_4	NA	238	herinneren
herinneren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	0.9088140117369595	-1.5682582161718612	weight	NA	dependency	NA	bound	843	NA	NA	1	no	5000	5000	all	4_4	NA	238	herinneren
herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.6780975246894301	-0.5255229258787497	weight	NA	dependency	NA	bound	843	NA	NA	1	no	FOC	431	nav	4_4	NA	238	herinneren
herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.6312297588388193	-0.510028636895726	weight	NA	dependency	NA	bound	843	NA	NA	1	no	FOC	843	all	4_4	NA	238	herinneren
herinneren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	1.2231278372909882	0.1469909393564605	NA	group1	dependency	NA	bound	147	NA	NA	1	weight	5000	5000	nav	4_4	NA	229	herinneren
herinneren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	1.1893237458096493	0.06724447016690181	NA	group1	dependency	NA	bound	147	NA	NA	1	weight	5000	5000	all	4_4	NA	229	herinneren
herinneren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	1.1841247333696172	0.1617933628245502	NA	group1	dependency	NA	bound	147	NA	NA	1	weight	FOC	57	nav	4_4	NA	229	herinneren
herinneren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	1.1878427425835598	0.13563653761064456	NA	group1	dependency	NA	bound	147	NA	NA	1	weight	FOC	147	all	4_4	NA	229	herinneren
herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.9072073498780476	0.08983818593467763	NA	group1	dependency	NA	bound	147	NA	NA	1	selection	5000	5000	nav	4_4	NA	229	herinneren
herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	1.005347303077106	0.0509833275051192	NA	group1	dependency	NA	bound	147	NA	NA	1	selection	5000	5000	all	4_4	NA	229	herinneren
herinneren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	0.8540649387654066	0.1469557410259733	NA	group1	dependency	NA	bound	147	NA	NA	1	selection	FOC	57	nav	4_4	NA	229	herinneren
herinneren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	0.7638356467077482	0.11478995151427761	NA	group1	dependency	NA	bound	147	NA	NA	1	selection	FOC	147	all	4_4	NA	229	herinneren
herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	1.0607859894267258	-0.07618947799201163	NA	group1	dependency	NA	bound	232	NA	NA	1	no	5000	5000	nav	4_4	NA	233	herinneren
herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	1.385911340456907	-0.38158477585698136	NA	group1	dependency	NA	bound	232	NA	NA	1	no	5000	5000	all	4_4	NA	233	herinneren
herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	1.0249730488534767	0.010254153780315444	NA	group1	dependency	NA	bound	232	NA	NA	1	no	FOC	87	nav	4_4	NA	233	herinneren
herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	0.9034765725361585	0.02995185630631307	NA	group1	dependency	NA	bound	232	NA	NA	1	no	FOC	232	all	4_4	NA	233	herinneren
herinneren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	1.3261738989371838	0.12787398689827503	NA	group2	dependency	NA	bound	200	NA	NA	1	weight	5000	5000	nav	4_4	NA	236	herinneren
herinneren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	1.3865933721462023	0.05356033722208742	NA	group2	dependency	NA	bound	200	NA	NA	1	weight	5000	5000	all	4_4	NA	236	herinneren
herinneren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	1.2815843011879988	0.11572766786387789	NA	group2	dependency	NA	bound	200	NA	NA	1	weight	FOC	86	nav	4_4	NA	236	herinneren
herinneren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	1.2449393038764887	0.09855497264572477	NA	group2	dependency	NA	bound	200	NA	NA	1	weight	FOC	200	all	4_4	NA	236	herinneren
herinneren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	0.9419395223246533	0.03520197435577739	NA	group2	dependency	NA	bound	200	NA	NA	1	selection	5000	5000	nav	4_4	NA	236	herinneren
herinneren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	1.2751279074950987	-0.10246443500790448	NA	group2	dependency	NA	bound	200	NA	NA	1	selection	5000	5000	all	4_4	NA	236	herinneren
herinneren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	0.8339154193206199	0.06533201621894033	NA	group2	dependency	NA	bound	200	NA	NA	1	selection	FOC	86	nav	4_4	NA	236	herinneren
herinneren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	0.8103937794282765	0.04640333691342832	NA	group2	dependency	NA	bound	200	NA	NA	1	selection	FOC	200	all	4_4	NA	236	herinneren
herinneren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	0.891040508276621	-0.24612392189213095	NA	group2	dependency	NA	bound	341	NA	NA	1	no	5000	5000	nav	4_4	NA	237	herinneren
herinneren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	1.331552448252354	-0.689817921331736	NA	group2	dependency	NA	bound	341	NA	NA	1	no	5000	5000	all	4_4	NA	237	herinneren
herinneren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	0.7801017262557883	-0.2736088874992063	NA	group2	dependency	NA	bound	341	NA	NA	1	no	FOC	160	nav	4_4	NA	237	herinneren
herinneren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	0.7481801873935333	-0.21233698178533386	NA	group2	dependency	NA	bound	341	NA	NA	1	no	FOC	341	all	4_4	NA	237	herinneren
