measure	globqual	meanclassqual	classqual_gemeen_3	classqual_gemeen_1	classqual_gemeen_4	model	classqual_gemeen_5	technique
DR	1.2928375691049427	1.2524769088082244	1.1306948194633397	1.2154737917401373	1.3423173969827256	gemeen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	1.3214216270466954	tsne.30
SIL	-0.03616664408870326	-0.01666416536306982	-0.12058166903304382	0.06486635164484518	-0.08855073960526093	gemeen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	0.07760939554118029	tsne.30
SCP	0.6733870777352853	0.39427364906877593	0.04190929921047838	0.7407757930147706	0.746070757776861	gemeen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	0.04833874627299377	tsne.30
kNN	0.719235836627141	0.48435356885254033	0.2688311688311688	0.7534368070953437	0.7904709748083242	gemeen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	0.12467532467532468	tsne.30
DR	1.3032852967729833	1.2659519789860414	1.107208428441	1.5983045363691366	1.1850573856119986	gemeen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	1.17323756552203	tsne.30
SIL	-0.018342822288076682	-0.013224131393084364	-0.14615180722870175	0.2320628069374429	-0.13225222674501683	gemeen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.0065552985360617915	tsne.30
SCP	0.6710413877833358	0.39745703503658913	0.03456067082526892	0.7864741439626187	0.7201946531361422	gemeen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	0.04859867222232683	tsne.30
kNN	0.7098155467720685	0.4521114868088127	0.16363636363636364	0.7880266075388026	0.7697699890470975	gemeen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	0.08701298701298701	tsne.30
DR	1.1045630553263988	1.1215676757303439	1.0253844578949647	1.186639130077094	1.0615799512101605	gemeen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	1.2126671637391568	tsne.30
SIL	-0.07287257834668406	-0.04290360310688308	-0.1417325603318275	0.018225598337148024	-0.1246682272146409	gemeen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	0.07656077678178805	tsne.30
SCP	0.6921097288101831	0.40498559457342675	0.036600067214813035	0.7822604585657331	0.7575617149541367	gemeen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	0.043520137559024105	tsne.30
kNN	0.705467720685112	0.43242717464727454	0.11168831168831168	0.7736141906873614	0.7755750273822563	gemeen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	0.06883116883116883	tsne.30
DR	1.2928322492288833	1.2353192062706062	1.0937832693210174	1.3615546040600561	1.2832770536837768	gemeen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	1.2026618980175745	tsne.30
SIL	-0.023541737450692688	-0.037398657601422934	-0.17316964591871228	0.12485450877951783	-0.08482435070867572	gemeen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	-0.016455142557821566	tsne.30
SCP	0.6904977525540587	0.39856039991547054	0.04189883354557228	0.7338142714952041	0.7786751766314471	gemeen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.03985331798965866	tsne.30
kNN	0.7245718050065876	0.4625640668470524	0.1857142857142857	0.7751662971175166	0.7984665936473165	gemeen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.09090909090909091	tsne.30
DR	1.1087170750525066	1.091941751830106	0.9617937300683824	0.9962824844091314	1.165197142580164	gemeen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	1.244493650262746	tsne.30
SIL	-0.08439492661170256	-0.05562732982210675	-0.1539953381232985	-0.0934115293332588	-0.0909597715798048	gemeen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	0.11585731974793512	tsne.30
SCP	0.6606058173040906	0.38320782187833474	0.03258296563830681	0.7205926524638969	0.7359688630473505	gemeen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	0.043686806363784705	tsne.30
kNN	0.6838603425559947	0.42244057000889207	0.15584415584415584	0.7022172949002217	0.771960569550931	gemeen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	0.05974025974025974	tsne.30
DR	1.2929222260824944	1.3133784177813093	1.2258090915480298	1.3365197673190174	1.26623274855511	gemeen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	1.4249520637030804	tsne.30
SIL	-0.06952205690148103	-0.01322591336369374	-0.04653547219268471	0.031173804264506024	-0.1344564893521512	gemeen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	0.09691450382555493	tsne.30
SCP	0.6921687600777507	0.40602891854008855	0.041037456035187075	0.7468754975860517	0.7720633897890795	gemeen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	0.06413933075003596	tsne.30
kNN	0.7111837802485285	0.4502679231337768	0.17792207792207793	0.7450110864745011	0.7911255411255411	gemeen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	0.08701298701298701	tsne.30
DR	1.277424804766254	1.2072393186644805	1.0238277493678187	1.3540884130797797	1.2690953363011863	gemeen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	1.1819457759091376	tsne.30
SIL	-0.0024761428029935893	-0.02067633062896712	-0.175132480436628	0.11881633385372843	-0.04941560964976358	gemeen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	0.023026433716794664	tsne.30
SCP	0.7017021154351691	0.4068836217213543	0.032849617328363	0.7579308746651023	0.7840805571256768	gemeen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	0.05267343776627488	tsne.30
kNN	0.713734466971877	0.4632727536690951	0.16233766233766234	0.761640798226164	0.7836580086580086	gemeen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	0.14545454545454545	tsne.30
DR	1.2947107937692275	1.1799782086105686	1.0130299330090722	1.2969590074220163	1.335439016110106	gemeen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	1.0744848779010798	tsne.30
SIL	-0.006150103024421891	-0.04123175543090026	-0.12192279389693604	0.09041145434793349	-0.036030709300768494	gemeen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	-0.09738497287383001	tsne.30
SCP	0.6622458041035446	0.379572355076892	0.03422963337911497	0.7051030632192001	0.7461121646595705	gemeen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	0.0328445590496825	tsne.30
kNN	0.6859385219097449	0.43376887340301973	0.16363636363636364	0.7186252771618625	0.7632034632034632	gemeen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	0.08961038961038961	tsne.30
DR	1.1262531623034389	1.1914254203557562	0.9569411134077416	1.2670658093229614	1.0403771464056644	gemeen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	1.5013176122866576	tsne.30
SIL	-0.11745903573972521	-0.0363373491352785	-0.24025783495452557	0.06678099835669725	-0.22831057319690537	gemeen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	0.2564380132536197	tsne.30
SCP	0.5587077804935943	0.32515751183912706	0.03453853962885813	0.55417418150348	0.6456369998181264	gemeen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	0.06628032640604381	tsne.30
kNN	0.6017004578155657	0.38075902755780805	0.16363636363636364	0.5720620842572062	0.6951298701298702	gemeen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	0.0922077922077922	tsne.30
DR	1.4101912904870866	1.396907598810523	1.3699127870961938	1.567011612115293	1.343614813058694	gemeen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	1.3070911829719118	tsne.30
SIL	0.0059832573127250295	0.001083652572097655	-0.04059594351734373	0.2106994822306426	-0.08560281939159217	gemeen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.08016610903331609	tsne.30
SCP	0.7144319986945549	0.4203695306850311	0.0403006340523505	0.8242846018551138	0.7748180469738524	gemeen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	0.04207483985880765	tsne.30
kNN	0.7343323343323344	0.4685690188907307	0.17532467532467533	0.8332594235033259	0.7890686001115449	gemeen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	0.07662337662337662	tsne.30
DR	1.3654369103761586	1.348798840801688	1.1409736936326111	1.4177084070368986	1.3478346964381722	gemeen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	1.4886785660990698	tsne.30
SIL	-0.05827930736057694	-0.008007729541957564	-0.11348631059050775	0.10381342400174609	-0.1511485294443397	gemeen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	0.1287904978652711	tsne.30
SCP	0.6693757755045915	0.3989403408138808	0.046394952667412954	0.7583423284742349	0.7304137536303904	gemeen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	0.06061032848348495	tsne.30
kNN	0.694971694971695	0.4407223406550056	0.17792207792207793	0.7776053215077605	0.7528165086447295	gemeen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	0.05454545454545454	tsne.30
DR	1.3931187107160685	1.3498261231296178	1.192487156605447	1.293499089029947	1.4548537387663871	gemeen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	1.4584645081166905	tsne.30
SIL	-0.07343250771831487	-0.010854253065604327	-0.08400970900373933	0.036944677814730494	-0.1473253323948174	gemeen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	0.15097335132140893	tsne.30
SCP	0.7308130848119585	0.4397715129365823	0.06751950098119594	0.8262288601571607	0.7966523821377794	gemeen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	0.068685308470193	tsne.30
kNN	0.753979353979354	0.4938315089070737	0.18831168831168832	0.8270509977827051	0.8184049079754601	gemeen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	0.14155844155844155	tsne.30
DR	1.388240235184464	1.3211515858287073	1.053628734246951	1.4242609878674253	1.3970157598923905	gemeen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	1.4097008613080626	tsne.30
SIL	-0.03773423383562959	-0.011525795083249489	-0.19332097502860512	0.14768997680511414	-0.1322075150014273	gemeen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	0.13173533289192033	tsne.30
SCP	0.6765018921139405	0.4026172629484316	0.03671463502905359	0.7694344195984395	0.7370262368409376	gemeen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	0.06729376032529565	tsne.30
kNN	0.711022311022311	0.4662996923770528	0.17922077922077922	0.7764966740576497	0.7731176798661461	gemeen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	0.13636363636363635	tsne.30
DR	1.3434834190185094	1.2941925146831044	1.1206401864467435	1.4954861653308047	1.2926384787067415	gemeen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	1.2680052282481276	tsne.30
SIL	-0.05082525755388296	-0.02058366390630086	-0.12552056552177043	0.14579087645213992	-0.15192207873961552	gemeen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	0.0493171121840426	tsne.30
SCP	0.7041092507785939	0.40780717328251376	0.03752807678521649	0.7476903497805477	0.7955817447896518	gemeen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	0.050428521774639044	tsne.30
kNN	0.7150849150849151	0.45081987442454297	0.18831168831168832	0.757649667405765	0.7949804796430563	gemeen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	0.06233766233766233	tsne.30
DR	1.3676376777341877	1.3803501009162351	1.1744998606279609	1.5667792709356672	1.271976442593951	gemeen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	1.5081448295073614	tsne.30
SIL	-0.07021137293629301	0.01040018240387926	-0.054521603768175345	0.08926760594154673	-0.17329068610906312	gemeen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.18014541355120878	tsne.30
SCP	0.6913898705426782	0.4032243796388883	0.05271103978674014	0.7158178592262345	0.7885453353757682	gemeen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.05582328416681032	tsne.30
kNN	0.7182817182817183	0.46627277779829024	0.21948051948051947	0.7589800443458979	0.7944227551589514	gemeen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.09220779220779221	tsne.30
DR	1.198709921813768	1.1478034650019482	1.0756498867788509	1.100033597623019	1.2628760401119747	gemeen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	1.1526543354939476	tsne.30
SIL	-0.09023110342393628	-0.06299771566597273	-0.05362268116307862	-0.1154967694775475	-0.0889358310937376	gemeen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.006064419070472815	tsne.30
SCP	0.7352083226422542	0.42660105101001466	0.03470099374781769	0.8274758929678224	0.8090862584091454	gemeen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.03514105891527317	tsne.30
kNN	0.7524475524475525	0.47263792992881726	0.1974025974025974	0.8192904656319291	0.8271054099274958	gemeen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.046753246753246755	tsne.30
DR	1.2103986193525953	1.1900000004369142	1.2354063686516144	1.1337670146972376	1.2530380272441553	gemeen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	1.1377885911546495	tsne.30
SIL	-0.07656415046816194	-0.023174052337051564	0.0724996970886337	-0.06932388802132797	-0.099934508466329	gemeen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	0.004062490050817001	tsne.30
SCP	0.6664611926415074	0.38894022788937793	0.05342633634233326	0.7155054485176148	0.7483817606048896	gemeen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	0.03844736609267411	tsne.30
kNN	0.7002997002997002	0.44926937120936816	0.21558441558441557	0.725720620842572	0.7830451756832124	gemeen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	0.07272727272727272	tsne.30
DR	1.2738998843891638	1.2584256653724375	1.2454762904397492	1.1966529547365004	1.3136359069951233	gemeen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	1.277937509318377	tsne.30
SIL	-0.08446976382810299	-0.02726229205214702	0.03787931791484503	-0.033326686113455725	-0.12785513852972344	gemeen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	0.014253338519746053	tsne.30
SCP	0.7002025711758952	0.40980252634518133	0.04968834879647221	0.758481586982317	0.7800689960829297	gemeen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	0.05097117351900633	tsne.30
kNN	0.7239372138652714	0.4610475398585155	0.18181818181818182	0.7787139689578714	0.7953463203463204	gemeen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	0.08831168831168831	tsne.30
DR	1.33154481680657	1.25647982263328	1.1693170947975708	1.3673383871846898	1.3430362251701549	gemeen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	1.1462275833807045	tsne.30
SIL	-0.02475628912289175	-0.025056176825882924	-0.07187267388896526	0.044563390399464074	-0.05525592870829883	gemeen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	-0.01765949510573167	tsne.30
SCP	0.7029113746986813	0.413018229312102	0.049898259777960925	0.7814243906474722	0.7736589789657634	gemeen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	0.047091287857211665	tsne.30
kNN	0.7243296272073251	0.47468720304086154	0.2506493506493507	0.7747228381374722	0.7928571428571428	gemeen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	0.08051948051948052	tsne.30
DR	1.1866745900948237	1.2627050159234563	1.4561264054137482	1.054589259839675	1.2173505551009711	gemeen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	1.3227538433394304	tsne.30
SIL	-0.17173639245839087	-0.0649558000052214	0.15413696367278124	-0.2640800452135696	-0.16979057940660733	gemeen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	0.019910460926510058	tsne.30
SCP	0.6671582934461937	0.4012782372965554	0.06433687637536804	0.7562710428751991	0.7244934634670208	gemeen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	0.06001156646863358	tsne.30
kNN	0.6873773708306082	0.4435625857881955	0.21428571428571427	0.723059866962306	0.7602813852813852	gemeen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	0.07662337662337662	tsne.30
DR	1.1476928370989665	1.175553318939744	1.3500803929655318	1.1751506832010294	1.1254375090598505	gemeen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	1.0515446905325643	tsne.30
SIL	-0.11278933908934044	-0.05850574277226174	0.14022120462371535	-0.10196488135412053	-0.13730845934746616	gemeen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	-0.1349708350111756	tsne.30
SCP	0.6246712941976452	0.3734327735863643	0.07324340181378639	0.7048009068086473	0.6806488493709153	gemeen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	0.03503793635210812	tsne.30
kNN	0.6506867233485938	0.4229351441241685	0.24155844155844156	0.6758314855875831	0.7224025974025974	gemeen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	0.051948051948051945	tsne.30
DR	1.480341022181869	1.684818709492136	1.9426316620277007	1.4225488421577033	1.4345060117410517	gemeen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	1.9395883220420882	tsne.30
SIL	-0.14139416893938175	0.08394337823593054	0.36942694599720116	-0.07369988777703518	-0.24990905625055362	gemeen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.2899555109741098	tsne.30
SCP	0.6943559888861367	0.42478383391024194	0.09553269874968795	0.7430096147295341	0.7670103449326474	gemeen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.0935826772290982	tsne.30
kNN	0.7230062356416147	0.4838894337369947	0.2755244755244755	0.7441241685144124	0.7977272727272727	gemeen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.11818181818181818	tsne.30
DR	1.4185614987477995	1.4314204597603508	1.1513695908447876	1.4802007580989858	1.3849331652381465	gemeen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	1.7091783248594838	tsne.30
SIL	-0.050264233102628016	0.033695887846599173	-0.10894399128302815	0.16332371483063607	-0.17548778499093373	gemeen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	0.2558916128297225	tsne.30
SCP	0.6908034802088665	0.41192732534782495	0.03167944546519346	0.7680191780670114	0.7538377216577029	gemeen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	0.09417295620139196	tsne.30
kNN	0.7274040039383	0.4987803355181404	0.3020979020979021	0.7751662971175166	0.7866883116883117	gemeen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	0.13116883116883116	tsne.30
DR	1.4090713156707921	1.4444930377431922	1.3518426960948828	1.2924118268474236	1.4473310571276672	gemeen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	1.6863865709027948	tsne.30
SIL	-0.102344053867865	0.03141778343928692	0.0630490516490609	0.031918530825749795	-0.20919551843182208	gemeen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	0.23989906971415906	tsne.30
SCP	0.7145785905262595	0.42660967514143544	0.06708792541994259	0.7554914978481851	0.7970246353220574	gemeen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	0.0868346419755566	tsne.30
kNN	0.7425664588119462	0.4989976994550165	0.27132867132867133	0.7858093126385809	0.8089826839826839	gemeen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	0.12987012987012986	tsne.30
DR	1.2911514792982484	1.3847334448829838	1.5382242398844996	1.2053781661985292	1.2965999726659234	gemeen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	1.4987314007829828	tsne.30
SIL	-0.10946701435276811	0.03219786165737863	0.15121455842223347	0.01904865350480039	-0.21603595524957248	gemeen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.17456418995205314	tsne.30
SCP	0.6759078698768674	0.3999105199908838	0.07457466693542582	0.711398822492782	0.7566944517781105	gemeen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.056974138757216984	tsne.30
kNN	0.6949786675418445	0.46124231459597315	0.27132867132867133	0.6929046563192904	0.7781385281385281	gemeen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.10259740259740259	tsne.30
DR	1.2550934210818392	1.3227092606375241	1.4788228324495707	1.3089837804214992	1.20816288836205	gemeen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	1.2948675413169768	tsne.30
SIL	-0.10740287784765927	0.029979830382553512	0.16915794782284496	0.04727700387295965	-0.223864584290669	gemeen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.12734895412507843	tsne.30
SCP	0.6478771307897083	0.39070178657877225	0.07222441233186909	0.7127736619944866	0.709001821928862	gemeen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.06880725005987141	tsne.30
kNN	0.7052182474565146	0.48793432177578516	0.27132867132867133	0.7498891352549889	0.7616883116883116	gemeen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.16883116883116883	tsne.30
DR	1.252587930392516	1.2430858656204296	1.1314082090950168	1.1815254013392344	1.2866346049481165	gemeen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	1.3727752470993504	tsne.30
SIL	-0.07939271505796953	-0.012194620250920291	-0.02667445254227851	0.028719016795712878	-0.15122370734842064	gemeen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.1004006620913051	tsne.30
SCP	0.6852792018750644	0.40160604086679363	0.037821251943697856	0.7648404589689729	0.7490978615123761	gemeen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.05466459104212761	tsne.30
kNN	0.7202494256645882	0.4619968446187958	0.186013986013986	0.7665188470066518	0.7902597402597402	gemeen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.10519480519480519	tsne.30
DR	1.1205894367178462	1.1061524953020556	0.9708241425846384	1.008101633964935	1.1745366705642684	gemeen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	1.271147534094381	tsne.30
SIL	-0.10776018501403722	-0.05858935568191972	-0.14272995028602353	-0.09817674889308711	-0.13009921010556433	gemeen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	0.1366484865569961	tsne.30
SCP	0.6441871851961551	0.3778678860727061	0.028352092202868977	0.7124063741353589	0.7069088787679344	gemeen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	0.06380419918466224	tsne.30
kNN	0.6742369543813587	0.443741218131462	0.2573426573426573	0.6946784922394679	0.7463203463203463	gemeen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	0.07662337662337662	tsne.30
DR	1.1620081208960509	1.1833801976113612	1.3339020932922738	1.0966996289705997	1.1841901671770219	gemeen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	1.1187289010055494	tsne.30
SIL	-0.08917223478736844	-0.047373246585630566	0.0916330562813491	-0.13554906814702888	-0.0827197242664054	gemeen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.06285725021043706	tsne.30
SCP	0.6167569967438834	0.3608350860359071	0.06545101630355221	0.6484018984140658	0.6922665272999479	gemeen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.03722090212606246	tsne.30
kNN	0.6507384312438464	0.44085223719370065	0.2923076923076923	0.6498891352549889	0.7251082251082251	gemeen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.0961038961038961	tsne.30
DR	1.2760439943796031	1.2218320755633216	1.1475947957184223	1.380136788293609	1.2499637199767601	gemeen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	1.109632998264495	tsne.30
SIL	-0.013408288914437008	-0.006690934787647786	-0.039340511315175776	0.1621235062284777	-0.09284270117778151	gemeen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.05670403288611157	tsne.30
SCP	0.6864554741019211	0.40015337495758707	0.0501667417836951	0.7405145714659869	0.7661774026911226	gemeen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	0.04375478388954375	tsne.30
kNN	0.7042033235581623	0.4754485664429379	0.2506493506493506	0.7325942350332594	0.7743948359332975	gemeen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	0.14415584415584415	tsne.30
DR	1.2222149606226766	1.1892908988759974	1.187755257175201	1.3258263815214817	1.1886547724723238	gemeen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	1.0549271843349826	tsne.30
SIL	-0.037056416333328304	-0.02388935283921765	0.0397878624279943	0.059855639013957095	-0.08432980549000961	gemeen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.11087110730881239	tsne.30
SCP	0.676651836664241	0.39402603078887904	0.05140525777921249	0.7244073124516777	0.7578110158608513	gemeen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	0.04248053706377466	tsne.30
kNN	0.7038123167155425	0.4476457876082641	0.23636363636363636	0.7445676274944567	0.7784830554061323	gemeen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	0.03116883116883117	tsne.30
DR	1.2074817743366637	1.1495222926475364	0.9425409181169923	1.2047657059456418	1.2296135396604095	gemeen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	1.2211690068671022	tsne.30
SIL	-0.04283809993156316	-0.04136024663548789	-0.19150641705599264	0.08429394736679859	-0.0991460934855555	gemeen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	0.04091757663279802	tsne.30
SCP	0.6015547683962618	0.34579345489437463	0.028923463068454294	0.6229020466694289	0.6845935982900058	gemeen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	0.04675471154960952	tsne.30
kNN	0.6523297491039426	0.40701409284898965	0.11818181818181818	0.6379157427937916	0.7472834857450242	gemeen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	0.12467532467532468	tsne.30
DR	1.0804519802898402	1.2032723394410059	1.477514828935598	1.0799372616168774	1.0363039851756222	gemeen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	1.219333282035926	tsne.30
SIL	-0.13766742377255925	-0.037989303761886604	0.18074047022284287	-0.07891651103627835	-0.1994547578800739	gemeen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.054326416354037024	tsne.30
SCP	0.5524430095996162	0.33358530991196395	0.10298177538021924	0.5575036514035046	0.6292940259857074	gemeen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	0.044561786878424554	tsne.30
kNN	0.6001303356142066	0.39408387110075666	0.24935064935064935	0.5567627494456763	0.6935987089833243	gemeen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	0.07662337662337662	tsne.30
DR	1.4341537892185956	1.4870823227563934	1.26725067336726	1.5562260655225595	1.3614769333038454	gemeen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	1.763375618831909	tsne.30
