type	token_id	sense	confidence	annotator	annotations	annotators	agree_nr	agree_fct	left	target	right	comment	geen_reason	my_comment	comment_2	sense_2
hoop	hoop/noun/het_laatste_nieuws_20010206_01_626/188	hoop_3	2	3_3	2	3	0.33	minority	het beste verhopen voor de komende weken . De belangrijke wedstrijden volgen mekaar nu in	hoop	tempo op . De Luikenaars verloren drie keer op rij en zullen naar Brussel afzakken	NA	NA	NA	NA	hoop_3
hoop	hoop/noun/het_laatste_nieuws_20020628_01_168/75	hoop_3	5	3_3	2	3	0.67	majority	: 050/38.03.70 . Wielerwedstrijd : 14de Grote Prijs Maurits Raes voor beloften . Org :	Hoop	der Renners . Start Dorpsplein Dudzele , 15 uur . Info : 050/59.93.04 . Feest	NA	NA	NA	NA	hoop_3
hoop	hoop/noun/het_laatste_nieuws_20041130_01_706/1	hoop_3	2	3_1	2	3	0.67	majority	NA	Hoop	Nick De Loenen ( Wintam ) Nick De Loenen is Wintams hoop in bange dagen	NA	NA	NA	NA	hoop_3
hoop	hoop/noun/het_laatste_nieuws_20041130_01_706/1	hoop_3	5	3_2	2	3	0.67	majority	NA	Hoop	Nick De Loenen ( Wintam ) Nick De Loenen is Wintams hoop in bange dagen	NA	NA	NA	NA	hoop_3
hoop	hoop/noun/het_nieuwsblad_19990914_01_209/244	hoop_3	4	16_2	2	3	0.67	majority	Maar deze keer niet zo erg en valt te tolereren want toch ruime cijfers .	Hopen	dat hij het de volgende keer , wanneer het wél moet , wél doet	NA	NA	NA	NA	hoop_3
hoop	hoop/noun/het_nieuwsblad_19990914_01_209/244	hoop_3	5	16_1	2	3	0.67	majority	Maar deze keer niet zo erg en valt te tolereren want toch ruime cijfers .	Hopen	dat hij het de volgende keer , wanneer het wél moet , wél doet	NA	NA	NA	NA	hoop_3
hoop	hoop/noun/het_nieuwsblad_20041105_01_379/5	hoop_3	4	16_2	2	3	0.67	majority	Theaterinfo BAARDEGEM Oma's wil	Hoop	in de toekomst brengt vijf voorstellingen van Oma's wil , een tragi- komedie van Jean-Paul	NA	NA	NA	NA	hoop_3
hoop	hoop/noun/volkskrant_20010105_8/144	hoop_3	5	11_2	2	3	0.67	majority	niet overtuigend . Daarna werden de Luxemburgers in conditie overklast en liep de zege nog	hoop	op . Mark Schmetz was met acht doelpunten topscorer . Harold Musser en Robert Nijdam	NA	NA	NA	NA	hoop_3
hoop	hoop/noun/volkskrant_20010105_8/144	hoop_3	5	11_3	2	3	0.67	majority	niet overtuigend . Daarna werden de Luxemburgers in conditie overklast en liep de zege nog	hoop	op . Mark Schmetz was met acht doelpunten topscorer . Harold Musser en Robert Nijdam	NA	NA	NA	NA	hoop_3
hoopvol	hoopvol/adj/de_morgen_20030129_01_25/653	hoopvol_2	1	6_3	2	3	0.67	majority	naïeve burgers in geloofwaardige bestrijders van het laat-kapitalistische bestel en zijn inherent fatalisme . De	hoopvolle	teneur kon nog altijd op veel scepsis rekenen , maar Greenpeace-activisten leken ook bereid voor	NA	NA	NA	NA	hoopvol_2
hoopvol	hoopvol/adj/de_morgen_20030129_01_25/653	hoopvol_2	5	6_1	2	3	0.67	majority	naïeve burgers in geloofwaardige bestrijders van het laat-kapitalistische bestel en zijn inherent fatalisme . De	hoopvolle	teneur kon nog altijd op veel scepsis rekenen , maar Greenpeace-activisten leken ook bereid voor	NA	NA	NA	NA	hoopvol_2
hoopvol	hoopvol/adj/de_standaard_20000915_01_92/414	hoopvol_1	4	15_2	3	3	0.33	none	voorwaarden van het aanbod van SDMI zullen vrijdag ook te lezen staan op www.hacksdmi.org .	Hoopvolle	hackers zullen tot 7 oktober moeten wachten voor ze kunnen demonstreren hoe ze erin geslaagd	NA	NA	NA	NA	hoopvol_1
hoopvol	hoopvol/adj/de_standaard_20000915_01_92/414	hoopvol_2	2	15_3	3	3	0.33	none	voorwaarden van het aanbod van SDMI zullen vrijdag ook te lezen staan op www.hacksdmi.org .	Hoopvolle	hackers zullen tot 7 oktober moeten wachten voor ze kunnen demonstreren hoe ze erin geslaagd	NA	NA	NA	NA	hoopvol_2
hoopvol	hoopvol/adj/het_laatste_nieuws_20000328_01_498/18	hoopvol_2	1	15_2	2	3	0.67	majority	: Van den Broeck en Olen lopen verder weg van tegenstand andquot; Manier waarop is	hoopvol	andquot; OLEN - Hoewel er nog een lange weg te gaan is , moet AC	NA	NA	NA	NA	hoopvol_2
hoopvol	hoopvol/adj/het_laatste_nieuws_20000328_01_498/18	hoopvol_2	5	15_3	2	3	0.67	majority	: Van den Broeck en Olen lopen verder weg van tegenstand andquot; Manier waarop is	hoopvol	andquot; OLEN - Hoewel er nog een lange weg te gaan is , moet AC	NA	NA	NA	NA	hoopvol_2
hoopvol	hoopvol/adj/het_laatste_nieuws_20020409_01_7/78	hoopvol_1	5	15_3	3	3	0.33	none	dit ons toe de gewestwegenproblematiek gedeeltelijk op te lossen andquot; , heet het bij Pira	hoopvol	. Verkeersveiligheid is prioritair voor het huidige Mortselse stadsbestuur . Het is dan ook niet	NA	NA	NA	NA	hoopvol_1
hoopvol	hoopvol/adj/het_laatste_nieuws_20020409_01_7/78	hoopvol_2	1	15_2	3	3	0.33	none	dit ons toe de gewestwegenproblematiek gedeeltelijk op te lossen andquot; , heet het bij Pira	hoopvol	. Verkeersveiligheid is prioritair voor het huidige Mortselse stadsbestuur . Het is dan ook niet	NA	NA	NA	NA	hoopvol_2
hoopvol	hoopvol/adj/het_laatste_nieuws_20021224_01_267/66	hoopvol_2	2	15_3	2	3	0.67	majority	de stadssecretarissen andquot; u en uw familie , namens het stadsbestuur , een vrolijk en	hoopvol	2003 andquot; . We twijfelen echter aan hun oprechtheid , want het kaartje werd ons	NA	NA	NA	NA	hoopvol_2
hoopvol	hoopvol/adj/het_laatste_nieuws_20021224_01_267/66	hoopvol_2	4	15_2	2	3	0.67	majority	de stadssecretarissen andquot; u en uw familie , namens het stadsbestuur , een vrolijk en	hoopvol	2003 andquot; . We twijfelen echter aan hun oprechtheid , want het kaartje werd ons	NA	NA	NA	NA	hoopvol_2
hoopvol	hoopvol/adj/het_nieuwsblad_20030121_01_337/485	hoopvol_1	3	18_2	2	3	0.67	majority	hier tekende , lag vooral aan de centen die hij voor mij losmaakte .	Hoopvol	Andere omgeving , andere ploeg . Het zou iemand met enige sportieve miserie hoopvol moeten	Lijkt volledig los te staan, maar context (laatste zin 'Het zou iemand [...] hoopvol moeten' eindigt waarschijnlijk met 'stemmen') maakt duidelijk dat het om eerste definitie gaat	NA	NA	NA	hoopvol_1
hoopvol	hoopvol/adj/het_nieuwsblad_20030121_01_337/485	hoopvol_1	5	18_3	2	3	0.67	majority	hier tekende , lag vooral aan de centen die hij voor mij losmaakte .	Hoopvol	Andere omgeving , andere ploeg . Het zou iemand met enige sportieve miserie hoopvol moeten	NA	NA	NA	NA	hoopvol_1
hoopvol	hoopvol/adj/nrc_handelsblad_20030620_101/351	hoopvol_2	2	5_2	2	3	0.67	majority	verderop hangt een piepklein schilderijtje van de Argentijnse kunstenaar Rirkrit Tiravanija dat een al even	hoopvolle	"boodschap verkondigt . 	 Less oil more courage 	 , staat er in witte letters"	NA	NA	NA	NA	hoopvol_2
hoopvol	hoopvol/adj/nrc_handelsblad_20030620_101/351	hoopvol_2	5	5_3	2	3	0.67	majority	verderop hangt een piepklein schilderijtje van de Argentijnse kunstenaar Rirkrit Tiravanija dat een al even	hoopvolle	"boodschap verkondigt . 	 Less oil more courage 	 , staat er in witte letters"	NA	NA	NA	NA	hoopvol_2
hoopvol	hoopvol/adj/volkskrant_20010825_132/1739	hoopvol_1	3	20_1	2	3	0.67	majority	sombere dennenbossen . De boeren van Metskla proberen zich op hun coöperatie Kalju - wat	hoopvol	rots betekent - met tweehonderd koeien op de Europese Unie voor te bereiden . Dat	NA	NA	NA	NA	hoopvol_1
hoopvol	hoopvol/adj/volkskrant_20010825_132/1739	hoopvol_1	3	20_3	2	3	0.67	majority	sombere dennenbossen . De boeren van Metskla proberen zich op hun coöperatie Kalju - wat	hoopvol	rots betekent - met tweehonderd koeien op de Europese Unie voor te bereiden . Dat	NA	NA	NA	NA	hoopvol_1
horde	horde/noun/algemeen_dagblad_19990507_114/67	horde_1	1	17_3	2	3	0.67	majority	aan die in ` de overheersende tekst/muziek-vorm van de twintigste eeuw ' de opstand der	horden	zagen . De schrijvers die op de cd met opnamen uit het VPRO-radioprogramma De avonden	NA	NA	NA	NA	horde_1
horde	horde/noun/algemeen_dagblad_19990507_114/67	horde_1	2	17_2	2	3	0.67	majority	aan die in ` de overheersende tekst/muziek-vorm van de twintigste eeuw ' de opstand der	horden	zagen . De schrijvers die op de cd met opnamen uit het VPRO-radioprogramma De avonden	NA	NA	NA	NA	horde_1
horde	horde/noun/algemeen_dagblad_19990601_117/297	horde_2	4	17_3	2	3	0.67	majority	") : 	 In de hordenloop zijn we begonnen met de sprong over de hoogste"	horde	. Daar zweven we nu boven . Morgen hopen we goed te landen .	NA	NA	NA	NA	horde_2
horde	horde/noun/algemeen_dagblad_19990601_117/297	horde_2	5	17_1	2	3	0.67	majority	") : 	 In de hordenloop zijn we begonnen met de sprong over de hoogste"	horde	. Daar zweven we nu boven . Morgen hopen we goed te landen .	NA	NA	NA	NA	horde_2
horde	horde/noun/de_standaard_19990111_01_54/211	horde_1	4	12_1	2	3	0.67	majority	Sainct leidt vooralsnog met een zestal minuten voorsprong op Magnaldi . Eén BMW tegen een	horde	"KTM's , Sainct krijgt het zwaar . 	 En het is al zwaar geweest"	NA	NA	NA	NA	horde_1
horde	horde/noun/de_standaard_19990111_01_54/211	horde_1	5	12_3	2	3	0.67	majority	Sainct leidt vooralsnog met een zestal minuten voorsprong op Magnaldi . Eén BMW tegen een	horde	"KTM's , Sainct krijgt het zwaar . 	 En het is al zwaar geweest"	NA	NA	NA	NA	horde_1
horde	horde/noun/de_standaard_19990826_01_74/364	horde_2	3	12_1	3	3	0.33	none	"viel in het tegenovergestelde euvel 	 , zucht hij . 	 Ik nam mijn tweede"	horde	veel vloeibaarder , akkoord . Té , waarschijnlijk . Het duurde twee , drie hindernissen	NA	NA	NA	NA	horde_2
horde	horde/noun/de_standaard_19990826_01_74/364	horde_3	3	12_3	3	3	0.33	none	"viel in het tegenovergestelde euvel 	 , zucht hij . 	 Ik nam mijn tweede"	horde	veel vloeibaarder , akkoord . Té , waarschijnlijk . Het duurde twee , drie hindernissen	NA	NA	NA	NA	horde_3
horde	horde/noun/de_standaard_20000228_01_70/304	horde_1	2	12_3	2	3	0.67	majority	aanval kwam pas in de jaren twintig , vanuit Bordeaux . Rond 1940 was de	horde	hier . De coloradokever is ongeveer een centimeter lang , de larven met hun typische	NA	NA	NA	NA	horde_1
horde	horde/noun/de_standaard_20031121_01_85/352	horde_2	4	12_1	3	3	0.33	none	ontbreekt al sinds 1958 op een groot tornooi en struikelde dit keer op de laatste	horde	. De Britten hadden in het koude Moskou een fraaie uitgangspositie verworven , maar konden	NA	NA	NA	NA	horde_2
horde	horde/noun/de_standaard_20031121_01_85/352	horde_3	4	12_3	3	3	0.33	none	ontbreekt al sinds 1958 op een groot tornooi en struikelde dit keer op de laatste	horde	. De Britten hadden in het koude Moskou een fraaie uitgangspositie verworven , maar konden	NA	NA	NA	NA	horde_3
horde	horde/noun/het_laatste_nieuws_20000825_01_322/437	horde_1	3	12_1	2	3	0.67	majority	meer kunnen . andquot; Al wekenlang worden wij om half twee andapos;s nachts gewekt door	horden	aanstormende vrachtwagens . Voor ons kan het niet vlug genoeg half september zijn . andquot;	NA	NA	NA	NA	horde_1
horde	horde/noun/het_laatste_nieuws_20000825_01_322/437	horde_1	5	12_3	2	3	0.67	majority	meer kunnen . andquot; Al wekenlang worden wij om half twee andapos;s nachts gewekt door	horden	aanstormende vrachtwagens . Voor ons kan het niet vlug genoeg half september zijn . andquot;	NA	NA	NA	NA	horde_1
horde	horde/noun/het_laatste_nieuws_20020810_01_346/18	horde_1	4	12_1	2	3	0.67	majority	Summer Jam @ Six Flags andapos; Op woensdag 24 juli trok TMF-veejay Elke met een	horde	Belgische danceprojecten naar het amfitheater van Six Flags . In het pretpark te Waver waagden	NA	NA	NA	NA	horde_1
horde	horde/noun/het_laatste_nieuws_20020810_01_346/18	horde_1	5	12_3	2	3	0.67	majority	Summer Jam @ Six Flags andapos; Op woensdag 24 juli trok TMF-veejay Elke met een	horde	Belgische danceprojecten naar het amfitheater van Six Flags . In het pretpark te Waver waagden	NA	NA	NA	NA	horde_1
horde	horde/noun/nrc_handelsblad_20000218_140/309	horde_1	4	13_3	2	3	0.67	majority	. Naar verluidt zijn in de Savoy ratten gesignaleerd . Popcorn malende en cola slurpende	hordes	vullen , ook 's middags , de bioscoopzaal . Velen zijn gekomen om zichzelf te	NA	NA	NA	NA	horde_1
horde	horde/noun/nrc_handelsblad_20000218_140/309	horde_1	5	13_1	2	3	0.67	majority	. Naar verluidt zijn in de Savoy ratten gesignaleerd . Popcorn malende en cola slurpende	hordes	vullen , ook 's middags , de bioscoopzaal . Velen zijn gekomen om zichzelf te	NA	NA	NA	NA	horde_1
horde	horde/noun/nrc_handelsblad_20000831_81/80	horde_1	4	13_1	2	3	0.67	majority	autoritaire Federatie , komen alleen nog oorlogsveteranen in aanmerking voor burgerschap en stemrecht en vallen	hordes	buitenaardse insecten de aarde aan . Bij bioscoopsuccessen is er altijd wel iemand die er	NA	NA	NA	NA	horde_1
horde	horde/noun/nrc_handelsblad_20000831_81/80	horde_1	4	13_3	2	3	0.67	majority	autoritaire Federatie , komen alleen nog oorlogsveteranen in aanmerking voor burgerschap en stemrecht en vallen	hordes	buitenaardse insecten de aarde aan . Bij bioscoopsuccessen is er altijd wel iemand die er	NA	NA	NA	NA	horde_1
horde	horde/noun/nrc_handelsblad_20010606_104/487	horde_1	3	13_3	2	3	0.67	majority	"besturen , Eritreeërs schepten de kolen . 	 Met een groene seinvlag slaat hij een"	horde	vliegen weg . Viva Duci diende hij de Italianen te groeten toen Rome fascistisch werd	NA	NA	NA	NA	horde_1
horde	horde/noun/nrc_handelsblad_20010606_104/487	horde_1	5	13_1	2	3	0.67	majority	"besturen , Eritreeërs schepten de kolen . 	 Met een groene seinvlag slaat hij een"	horde	vliegen weg . Viva Duci diende hij de Italianen te groeten toen Rome fascistisch werd	NA	NA	NA	NA	horde_1
horde	horde/noun/nrc_handelsblad_20010725_26/125	horde_1	4	13_3	2	3	0.67	majority	in de winkel uit talloze soorten moest kiezen . Het ging mij toen om een	horde	weerzinwekkende kakkerlakken die mij de avond tevoren geteisterd had . Ze vonden ineens de wc	NA	NA	NA	NA	horde_1
horde	horde/noun/nrc_handelsblad_20010725_26/125	horde_1	5	13_1	2	3	0.67	majority	in de winkel uit talloze soorten moest kiezen . Het ging mij toen om een	horde	weerzinwekkende kakkerlakken die mij de avond tevoren geteisterd had . Ze vonden ineens de wc	NA	NA	NA	NA	horde_1
horde	horde/noun/parool_19990821_103/1381	horde_1	5	14_4	3	4	0.5	half	gewonnen , het Museumplein zou een gezichtsbepalend gebouw moeten ontberen . Die ' opstand der	horden	' , een uitdrukking van Ortega Y Gasset waarmee Roland Holst zeer waarschijnlijk kon instemmen	NA	NA	NA	NA	horde_1
horde	horde/noun/parool_19990821_103/1381	horde_2	2	14_3	3	4	0.25	minority	gewonnen , het Museumplein zou een gezichtsbepalend gebouw moeten ontberen . Die ' opstand der	horden	' , een uitdrukking van Ortega Y Gasset waarmee Roland Holst zeer waarschijnlijk kon instemmen	NA	NA	NA	NA	horde_2
horde	horde/noun/parool_19991108_19/282	horde_3	5	4_2	2	3	0.67	majority	Vier letzte Lieder , waarin Felicity Lott de harten stal . Moeiteloos nam ze de	horden	die Strauss in 1948 voor moedige sopranen componeerde ( het hoge melisme op Wunder in	NA	NA	NA	NA	horde_3
horde	horde/noun/parool_19991108_19/282	horde_3	5	4_3	2	3	0.67	majority	Vier letzte Lieder , waarin Felicity Lott de harten stal . Moeiteloos nam ze de	horden	die Strauss in 1948 voor moedige sopranen componeerde ( het hoge melisme op Wunder in	NA	NA	NA	NA	horde_3
horde	horde/noun/parool_20000603_116/83	horde_1	5	14_3	2	4	0.75	majority	van Engeland , waardoor deze meimaand wellicht de natste uit de geschiedenis wordt . Invasie	Horden	sprinkhanen bedreigen grote gebieden in het noorden van China , waar de oogst toch al	NA	NA	NA	NA	horde_1
horde	horde/noun/parool_20000603_116/83	horde_1	5	14_4	2	4	0.75	majority	van Engeland , waardoor deze meimaand wellicht de natste uit de geschiedenis wordt . Invasie	Horden	sprinkhanen bedreigen grote gebieden in het noorden van China , waar de oogst toch al	NA	NA	NA	NA	horde_1
horde	horde/noun/parool_20001021_34/292	horde_1	5	14_2	2	4	0.75	majority	uit een ver verleden , de elfde eeuw na Christus , toen de ' Mongoolse	horden	' heer en meester waren over een gebied dat zich uitstrekte van Vietnam tot Hongarije	NA	NA	NA	NA	horde_1
horde	horde/noun/parool_20001021_34/292	horde_1	5	14_3	2	4	0.75	majority	uit een ver verleden , de elfde eeuw na Christus , toen de ' Mongoolse	horden	' heer en meester waren over een gebied dat zich uitstrekte van Vietnam tot Hongarije	NA	NA	NA	NA	horde_1
horde	horde/noun/parool_20001021_34/292	horde_1	5	14_4	2	4	0.75	majority	uit een ver verleden , de elfde eeuw na Christus , toen de ' Mongoolse	horden	' heer en meester waren over een gebied dat zich uitstrekte van Vietnam tot Hongarije	NA	NA	NA	NA	horde_1
horde	horde/noun/parool_20010516_49/222	horde_1	5	14_2	2	4	0.75	majority	één monster , maar komt het kwaad in meerdere gedaanten en als een reeks woeste	horden	van diverse pluimage tot ons . Als wilde kermisrit doet de film precies wat hij	NA	NA	NA	NA	horde_1
horde	horde/noun/parool_20010516_49/222	horde_1	5	14_3	2	4	0.75	majority	één monster , maar komt het kwaad in meerdere gedaanten en als een reeks woeste	horden	van diverse pluimage tot ons . Als wilde kermisrit doet de film precies wat hij	NA	NA	NA	NA	horde_1
horde	horde/noun/parool_20010516_49/222	horde_1	5	14_4	2	4	0.75	majority	één monster , maar komt het kwaad in meerdere gedaanten en als een reeks woeste	horden	van diverse pluimage tot ons . Als wilde kermisrit doet de film precies wat hij	NA	NA	NA	NA	horde_1
huldigen	huldig/verb/algemeen_dagblad_20010412_83/36	huldigen_1	5	7_2	2	3	0.67	majority	Oranje ver voor . Gisteren werd ze in het bijzijn van bondscoach Louis van Gaal	gehuldigd	. Op het complex van de VV Hoogeveen speelt nog net geen hoempaband , maar	NA	NA	NA	NA	huldigen_1
huldigen	huldig/verb/algemeen_dagblad_20010412_83/36	huldigen_1	5	7_3	2	3	0.67	majority	Oranje ver voor . Gisteren werd ze in het bijzijn van bondscoach Louis van Gaal	gehuldigd	. Op het complex van de VV Hoogeveen speelt nog net geen hoempaband , maar	NA	NA	NA	NA	huldigen_1
huldigen	huldig/verb/algemeen_dagblad_20040216_111/248	huldigen_1	3	7_2	2	3	0.33	minority	wel . Zelfs het Journaal berichtte over 1500 zoenende landgenoten in Scheveningen . RTL 4	huldigde	in Valentijn 2004 , gepresenteerd door Irene van de Laar in debotel . De specialist	NA	NA	NA	NA	huldigen_1
huldigen	huldig/verb/de_standaard_19990216_01_7/173	huldigen_2	3	10_3	2	3	0.67	majority	. In die stad arriveert zaterdag de Indiase premier Atal Bihari Vajpayee . De premier	huldigt	daarmee officieel een buslijn tussen de twee landen in . Bij aankomst wordt hij verwelkomd	NA	NA	NA	NA	huldigen_2
huldigen	huldig/verb/de_standaard_20040805_01_26/196	huldigen_1	2	10_3	2	3	0.67	majority	tot vijf centimeter groeien in drie dagen . Nog op 12 augustus om 20.30 uur	huldigt	een lid van het koningshuis het bloementapijt officieel in . Om 22 uur volgt een	NA	NA	NA	NA	huldigen_1
huldigen	huldig/verb/het_laatste_nieuws_20030324_01_461/6	huldigen_1	5	20_1	2	3	0.67	majority	Boekenstraat officieel ingehuldigd BERCHEM Zaterdagmiddag	huldigden	districtsvoorzitter Pros Slachmuylders en Marijke Sanctorum van de Berchemse bib de Boekenstraat in . Zo	NA	NA	NA	NA	huldigen_1
huldigen	huldig/verb/het_laatste_nieuws_20030324_01_461/6	huldigen_1	5	20_3	2	3	0.67	majority	Boekenstraat officieel ingehuldigd BERCHEM Zaterdagmiddag	huldigden	districtsvoorzitter Pros Slachmuylders en Marijke Sanctorum van de Berchemse bib de Boekenstraat in . Zo	NA	NA	NA	NA	huldigen_1
huldigen	huldig/verb/het_nieuwsblad_20041125_01_502/336	huldigen_2	3	4_3	2	3	0.33	minority	blauwe strik door om de nieuwe maatschappelijke zetel van Waterwegen en Zeekanaal NV in te	huldigen	. De nieuwe kantoren sluiten aan op de huidige gebouwen en op de centrale verkeerspost	NA	NA	NA	NA	huldigen_2
huldigen	huldig/verb/parool_19990517_131/379	huldigen_1	5	7_2	2	3	0.67	majority	Oranje stopte , plukte de bal met een snoekduik uit de bovenhoek . Zij werd	gehuldigd	nadat Julie Deiters de laatste strafbal voor Amsterdam - Den Bosch leidde met 4-3 -	NA	NA	NA	NA	huldigen_1
huldigen	huldig/verb/parool_19990517_131/379	huldigen_1	5	7_3	2	3	0.67	majority	Oranje stopte , plukte de bal met een snoekduik uit de bovenhoek . Zij werd	gehuldigd	nadat Julie Deiters de laatste strafbal voor Amsterdam - Den Bosch leidde met 4-3 -	NA	NA	NA	NA	huldigen_1
huldigen	huldig/verb/parool_20040508_54/315	huldigen_1	2	7_1	3	3	0.33	none	het deze keer uit de hand , dan wordt er nooit meer op het plein	gehuldigd	. De filosofie dat de ' goeien ' niet onder de ' slechten ' mogen	NA	NA	NA	NA	huldigen_1
huldigen	huldig/verb/parool_20040508_54/315	huldigen_2	3	7_2	3	3	0.33	none	het deze keer uit de hand , dan wordt er nooit meer op het plein	gehuldigd	. De filosofie dat de ' goeien ' niet onder de ' slechten ' mogen	NA	NA	NA	NA	huldigen_2
schaal	schaal/noun/de_standaard_19990623_01_8/146	schaal_1	4	13_1	2	3	0.33	minority	afgetast : van het verleidelijke tot het ronduit weerzinwekkende . Aan één uiteinde van de	schaal	staat Fleur d'Anus : een trompetbloem die de geur van De Cuperes eigen uitwerpselen verspreidt	NA	NA	NA	NA	schaal_1
schaal	schaal/noun/de_standaard_20020327_01_34/103	schaal_3	2	13_3	2	3	0.67	majority	personen . De besmetting gaat van kiemen van uitwerpselen tot salmonella . De op industriële	schaal	"geproduceerde goedkope braadkippen krijgen een 	 zwak 	 als eindquotering . De kippen uit het"	NA	NA	NA	NA	schaal_3
schaal	schaal/noun/de_standaard_20020327_01_34/103	schaal_3	4	13_1	2	3	0.67	majority	personen . De besmetting gaat van kiemen van uitwerpselen tot salmonella . De op industriële	schaal	"geproduceerde goedkope braadkippen krijgen een 	 zwak 	 als eindquotering . De kippen uit het"	NA	NA	NA	NA	schaal_3
schaal	schaal/noun/de_standaard_20021207_01_182/228	schaal_6	4	13_3	2	3	0.67	majority	felbegeerde nieuwe job in Delhi vastkrijgen . General manager Angelika gooit haar gewicht in de	schaal	om dat te verhinderen , overtuigd dat Sabine het met haar man gedaan heeft .	NA	NA	NA	NA	schaal_6
schaal	schaal/noun/de_standaard_20021207_01_182/228	schaal_6	5	13_1	2	3	0.67	majority	felbegeerde nieuwe job in Delhi vastkrijgen . General manager Angelika gooit haar gewicht in de	schaal	om dat te verhinderen , overtuigd dat Sabine het met haar man gedaan heeft .	NA	NA	NA	NA	schaal_6
schaal	schaal/noun/de_standaard_20040621_01_81/441	schaal_6	2	13_3	2	3	0.67	majority	is hét voorbeeld van de voetjesschuifelende , berekende productdifferentiatie . Wie onvoldoende marktaandeel in de	schaal	werpt , wordt genegeerd in de SP.A is dat het lot van mensen met visie	NA	NA	NA	NA	schaal_6
schaal	schaal/noun/de_standaard_20040621_01_81/441	schaal_6	3	13_1	2	3	0.67	majority	is hét voorbeeld van de voetjesschuifelende , berekende productdifferentiatie . Wie onvoldoende marktaandeel in de	schaal	werpt , wordt genegeerd in de SP.A is dat het lot van mensen met visie	NA	NA	NA	NA	schaal_6
schaal	schaal/noun/het_laatste_nieuws_20011231_01_334/25	schaal_5	5	14_2	2	4	0.25	minority	zich het voorbije seizoen een paar keer nadrukkelijk in de kijker . Won met de	schaal	Sels en het Kampioenschap van Vlaanderen twee wedstrijden . - Anekdote : andquot; De tourpassage	NA	NA	NA	NA	schaal_5
schaal	schaal/noun/nrc_handelsblad_20020902_62/351	schaal_3	0	12_1	2	3	0.67	majority	verscheen tien jaar geleden de westerse wasmachine . Kijk , dat is globalisering op menselijke	schaal	. Een ouderwetse bak nog , die je met water vult , waarin je zeep	NA	NA	NA	NA	schaal_3
schaal	schaal/noun/nrc_handelsblad_20020902_62/351	schaal_3	5	12_2	2	3	0.67	majority	verscheen tien jaar geleden de westerse wasmachine . Kijk , dat is globalisering op menselijke	schaal	. Een ouderwetse bak nog , die je met water vult , waarin je zeep	NA	NA	NA	NA	schaal_3
schaal	schaal/noun/nrc_handelsblad_20030625_65/351	schaal_1	0	12_1	3	3	0.33	none	. Ze ziet daarbij als mogelijkheid om in bestaande CAO's nog een extra laagste	schaal	er bij te maken om doorstroming en het aannemen van jongeren te bevorderen . Tegen	NA	NA	NA	NA	schaal_1
schaal	schaal/noun/nrc_handelsblad_20030625_65/351	schaal_3	2	12_3	3	3	0.33	none	. Ze ziet daarbij als mogelijkheid om in bestaande CAO's nog een extra laagste	schaal	er bij te maken om doorstroming en het aannemen van jongeren te bevorderen . Tegen	NA	NA	NA	NA	schaal_3
schaal	schaal/noun/nrc_handelsblad_20040426_124/289	schaal_3	0	12_1	2	3	0.67	majority	het feest van de hoogst individuele expressie en de behoefte aan authenticiteit . En de	schaal	van de menselijke maat wordt opnieuw uitgevonden . Waar anders dan in het woninginterieur wordt	NA	NA	NA	NA	schaal_3
schaal	schaal/noun/nrc_handelsblad_20040426_124/289	schaal_3	5	12_2	2	3	0.67	majority	het feest van de hoogst individuele expressie en de behoefte aan authenticiteit . En de	schaal	van de menselijke maat wordt opnieuw uitgevonden . Waar anders dan in het woninginterieur wordt	NA	NA	NA	NA	schaal_3
schaal	schaal/noun/parool_20031021_73/371	schaal_5	5	6_1	2	3	0.67	majority	archeologen en andere geleerden . ) Gouden kettingen en edelstenen van gefortuneerde vrouwen . Zilveren	schalen	, kommetjes in de vorm van een schelp en kandelabers . Eenvoudige snuisterijen . Grote	NA	NA	NA	NA	schaal_5
schaal	schaal/noun/parool_20031021_73/371	schaal_5	5	6_3	2	3	0.67	majority	archeologen en andere geleerden . ) Gouden kettingen en edelstenen van gefortuneerde vrouwen . Zilveren	schalen	, kommetjes in de vorm van een schelp en kandelabers . Eenvoudige snuisterijen . Grote	NA	NA	NA	NA	schaal_5
schaal	schaal/noun/volkskrant_19990130_52/565	schaal_3	4	18_3	2	3	0.33	minority	samenkomen , zijn geen twee aanstellingen aan elkaar gelijk . Zeker niet in de hogere	schalen	. Meijerink wil volstaan met een globale CAO die door de individuele instellingen kan worden	NA	NA	NA	NA	schaal_3
schaal	schaal/noun/volkskrant_19991028_164/1554	schaal_6	3	6_3	2	3	0.33	minority	fantastisch heeft vervuld . Het is geweldig dat Yo-Yo Ma nu zijn gewicht in die	schaal	legt . Op langere termijn is dat veel beter dan alleen maar mooi spelen .	NA	NA	NA	NA	schaal_6
spoor	spoor/noun/algemeen_dagblad_19990401_141/334	spoor_7	5	11_2	2	3	0.33	minority	het westen en midden van het land . Door de nota ` De derde eeuw	spoor	' van minister Netelenbos ( Verkeer ) wil - en kan - de NS haast	NA	NA	NA	NA	spoor_7
spoor	spoor/noun/algemeen_dagblad_19990401_185/10	spoor_4	3	11_3	2	3	0.67	majority	Nee , ik was niet op Curaçao in het	spoor	van staatssecretaris Gijs de Vries van Koninkrijksrelaties , ofschoon ik hem daar wel harde noten	NA	NA	NA	NA	spoor_4
