_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	stress	tokens	type
herhalen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5641890430287	0.3344085950533845	NA	NA	BOW	NA	nobound	242	lex	3_3	1	selection	FOC	154	nav	4_4	NA	270	herhalen
herhalen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.5219290058496276	0.305094045923633	NA	NA	BOW	NA	nobound	242	lex	3_3	1	selection	FOC	242	all	4_4	NA	270	herhalen
herhalen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	-1.1062739695071593	0.5031248622175852	NA	NA	BOW	NA	nobound	369	lex	3_3	1	no	5000	5000	nav	4_4	NA	301	herhalen
herhalen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	-1.2682917479133182	0.799749242501663	NA	NA	BOW	NA	nobound	369	lex	3_3	1	no	5000	5000	all	4_4	NA	301	herhalen
herhalen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.0799020090193874	0.5701770538606815	NA	NA	BOW	NA	nobound	369	lex	3_3	1	no	FOC	261	nav	4_4	NA	301	herhalen
herhalen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	-1.0346421772619987	0.551616528139425	NA	NA	BOW	NA	nobound	369	lex	3_3	1	no	FOC	369	all	4_4	NA	301	herhalen
herhalen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.19752552379514382	0.8627320607971622	NA	NA	BOW	NA	nobound	390	all	3_3	1	weight	5000	5000	nav	4_4	NA	308	herhalen
herhalen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	-0.37276511024793174	1.2018508144084044	NA	NA	BOW	NA	nobound	390	all	3_3	1	weight	5000	5000	all	4_4	NA	308	herhalen
herhalen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.09271674355300895	0.8805969844278004	NA	NA	BOW	NA	nobound	390	all	3_3	1	weight	FOC	154	nav	4_4	NA	308	herhalen
herhalen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.10002309184053827	0.8038386737744126	NA	NA	BOW	NA	nobound	390	all	3_3	1	weight	FOC	390	all	4_4	NA	308	herhalen
herhalen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	-0.07546923498382095	0.8724752920907405	NA	NA	BOW	NA	nobound	390	all	3_3	1	selection	5000	5000	nav	4_4	NA	308	herhalen
herhalen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	-0.3102205607224066	1.1924091765124123	NA	NA	BOW	NA	nobound	390	all	3_3	1	selection	5000	5000	all	4_4	NA	308	herhalen
herhalen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.031123267811599107	0.8986955006563622	NA	NA	BOW	NA	nobound	390	all	3_3	1	selection	FOC	154	nav	4_4	NA	308	herhalen
herhalen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.06195860086452211	0.6943461023569222	NA	NA	BOW	NA	nobound	390	all	3_3	1	selection	FOC	390	all	4_4	NA	308	herhalen
herhalen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.24785526104427633	1.320188503158015	NA	NA	BOW	NA	nobound	596	all	3_3	1	no	5000	5000	nav	4_4	NA	312	herhalen
herhalen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	0.4543682242394108	1.998957651998882	NA	NA	BOW	NA	nobound	596	all	3_3	1	no	5000	5000	all	4_4	NA	312	herhalen
herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.21487148016370652	1.194133862411522	NA	NA	BOW	NA	nobound	596	all	3_3	1	no	FOC	261	nav	4_4	NA	312	herhalen
herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.18067843186436872	1.0666242667159582	NA	NA	BOW	NA	nobound	596	all	3_3	1	no	FOC	596	all	4_4	NA	312	herhalen
herhalen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	0.49456810846545085	0.4530025619072594	selection2	NA	dependency	NA	bound	381	NA	NA	1	weight	5000	5000	nav	4_4	NA	306	herhalen
herhalen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	0.7089284163232945	0.8012799539152946	selection2	NA	dependency	NA	bound	381	NA	NA	1	weight	5000	5000	all	4_4	NA	306	herhalen
herhalen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	0.5521001976790189	0.4058824750362187	selection2	NA	dependency	NA	bound	381	NA	NA	1	weight	FOC	172	nav	4_4	NA	306	herhalen
herhalen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	0.4917990630954077	0.3562942831921142	selection2	NA	dependency	NA	bound	381	NA	NA	1	weight	FOC	381	all	4_4	NA	306	herhalen
herhalen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.6638014226429997	0.1573942398747994	selection2	NA	dependency	NA	bound	381	NA	NA	1	selection	5000	5000	nav	4_4	NA	306	herhalen
herhalen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	0.9497419717006759	0.47174162956866345	selection2	NA	dependency	NA	bound	381	NA	NA	1	selection	5000	5000	all	4_4	NA	306	herhalen
herhalen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	0.7269338402333942	0.12439147368318364	selection2	NA	dependency	NA	bound	381	NA	NA	1	selection	FOC	172	nav	4_4	NA	306	herhalen
herhalen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.5559195568293935	0.1178779166997642	selection2	NA	dependency	NA	bound	381	NA	NA	1	selection	FOC	381	all	4_4	NA	306	herhalen
herhalen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	1.417428644661411	-0.12634861858699498	selection2	NA	dependency	NA	bound	670	NA	NA	1	no	5000	5000	nav	4_4	NA	309	herhalen
herhalen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	2.0193928630113085	-0.09487376027462974	selection2	NA	dependency	NA	bound	670	NA	NA	1	no	5000	5000	all	4_4	NA	309	herhalen
herhalen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	1.198179058751535	-0.12328617031025225	selection2	NA	dependency	NA	bound	670	NA	NA	1	no	FOC	336	nav	4_4	NA	309	herhalen
herhalen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	1.039198967331352	-0.12361431191952896	selection2	NA	dependency	NA	bound	670	NA	NA	1	no	FOC	670	all	4_4	NA	309	herhalen
herhalen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	0.43503679803289796	0.150336189910356	selection3	NA	dependency	NA	bound	512	NA	NA	1	weight	5000	5000	nav	4_4	NA	308	herhalen
herhalen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	0.7713378410181083	0.26056967348821747	selection3	NA	dependency	NA	bound	512	NA	NA	1	weight	5000	5000	all	4_4	NA	308	herhalen
herhalen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	0.46271915280085085	0.043137745072789946	selection3	NA	dependency	NA	bound	512	NA	NA	1	weight	FOC	223	nav	4_4	NA	308	herhalen
herhalen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	0.4045378072124023	0.055943383924052785	selection3	NA	dependency	NA	bound	512	NA	NA	1	weight	FOC	512	all	4_4	NA	308	herhalen
herhalen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.5710736737374565	-0.13948500107741063	selection3	NA	dependency	NA	bound	512	NA	NA	1	selection	5000	5000	nav	4_4	NA	308	herhalen
herhalen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	0.7687611471078651	-0.2741312775300941	selection3	NA	dependency	NA	bound	512	NA	NA	1	selection	5000	5000	all	4_4	NA	308	herhalen
herhalen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	0.6262701704788409	-0.2394146455484286	selection3	NA	dependency	NA	bound	512	NA	NA	1	selection	FOC	223	nav	4_4	NA	308	herhalen
herhalen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	0.48849353061466416	-0.18144522228763416	selection3	NA	dependency	NA	bound	512	NA	NA	1	selection	FOC	512	all	4_4	NA	308	herhalen
herhalen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	1.3518858527064634	-0.6540742736420533	selection3	NA	dependency	NA	bound	996	NA	NA	1	no	5000	5000	nav	4_4	NA	309	herhalen
herhalen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	1.8693369412820169	-0.9439516052608633	selection3	NA	dependency	NA	bound	996	NA	NA	1	no	5000	5000	all	4_4	NA	309	herhalen
herhalen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	1.1289257916897668	-0.5628609670051198	selection3	NA	dependency	NA	bound	996	NA	NA	1	no	FOC	516	nav	4_4	NA	309	herhalen
herhalen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	1.0107406150975369	-0.5407907868559662	selection3	NA	dependency	NA	bound	996	NA	NA	1	no	FOC	996	all	4_4	NA	309	herhalen
herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.5710736737374565	-0.13948500107741063	weight	NA	dependency	NA	bound	512	NA	NA	1	selection	5000	5000	nav	4_4	NA	308	herhalen
herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	0.7687611471078651	-0.27413127753009414	weight	NA	dependency	NA	bound	512	NA	NA	1	selection	5000	5000	all	4_4	NA	308	herhalen
herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.6262701704788409	-0.2394146455484286	weight	NA	dependency	NA	bound	512	NA	NA	1	selection	FOC	223	nav	4_4	NA	308	herhalen
herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.48849353061466416	-0.18144522228763416	weight	NA	dependency	NA	bound	512	NA	NA	1	selection	FOC	512	all	4_4	NA	308	herhalen
herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	1.1615593772469266	-0.2152347346430366	weight	NA	dependency	NA	bound	996	NA	NA	1	no	5000	5000	nav	4_4	NA	309	herhalen
herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	1.7259680775868584	-0.33544759624818155	weight	NA	dependency	NA	bound	996	NA	NA	1	no	5000	5000	all	4_4	NA	309	herhalen
herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.9481165042191748	-0.2024606900565132	weight	NA	dependency	NA	bound	996	NA	NA	1	no	FOC	516	nav	4_4	NA	309	herhalen
herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.8368489842371889	-0.18420223452305914	weight	NA	dependency	NA	bound	996	NA	NA	1	no	FOC	996	all	4_4	NA	309	herhalen
herhalen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	0.5531446492281519	0.47687692302231705	NA	group1	dependency	NA	bound	239	NA	NA	1	weight	5000	5000	nav	4_4	NA	278	herhalen
herhalen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	0.820174191611146	0.7389187924187195	NA	group1	dependency	NA	bound	239	NA	NA	1	weight	5000	5000	all	4_4	NA	278	herhalen
herhalen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	0.7008320042042612	0.5913408391230205	NA	group1	dependency	NA	bound	239	NA	NA	1	weight	FOC	115	nav	4_4	NA	278	herhalen
herhalen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	0.6286964189047745	0.5107016090854468	NA	group1	dependency	NA	bound	239	NA	NA	1	weight	FOC	239	all	4_4	NA	278	herhalen
herhalen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.7174275575127671	0.376799812001993	NA	group1	dependency	NA	bound	239	NA	NA	1	selection	5000	5000	nav	4_4	NA	278	herhalen
herhalen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	0.967197523494403	0.6147458057532824	NA	group1	dependency	NA	bound	239	NA	NA	1	selection	5000	5000	all	4_4	NA	278	herhalen
herhalen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	0.819206873345529	0.43014143316891273	NA	group1	dependency	NA	bound	239	NA	NA	1	selection	FOC	115	nav	4_4	NA	278	herhalen
herhalen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	0.6868323455892329	0.3470882188248253	NA	group1	dependency	NA	bound	239	NA	NA	1	selection	FOC	239	all	4_4	NA	278	herhalen
herhalen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	1.322915906097806	0.47530997541331577	NA	group1	dependency	NA	bound	334	NA	NA	1	no	5000	5000	nav	4_4	NA	296	herhalen
herhalen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	1.6945058678474654	0.6208483204702154	NA	group1	dependency	NA	bound	334	NA	NA	1	no	5000	5000	all	4_4	NA	296	herhalen
herhalen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	1.296444828045905	0.49801693058526136	NA	group1	dependency	NA	bound	334	NA	NA	1	no	FOC	159	nav	4_4	NA	296	herhalen
herhalen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	1.157067085274061	0.44058133974769154	NA	group1	dependency	NA	bound	334	NA	NA	1	no	FOC	334	all	4_4	NA	296	herhalen
herhalen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	0.5392773215955445	0.5257005005271512	NA	group2	dependency	NA	bound	294	NA	NA	1	weight	5000	5000	nav	4_4	NA	301	herhalen
herhalen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	0.7877616471468016	0.8190928509205304	NA	group2	dependency	NA	bound	294	NA	NA	1	weight	5000	5000	all	4_4	NA	301	herhalen
herhalen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	0.6780081338405928	0.5546549292038336	NA	group2	dependency	NA	bound	294	NA	NA	1	weight	FOC	142	nav	4_4	NA	301	herhalen
herhalen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	0.5942834820875824	0.4905880747077903	NA	group2	dependency	NA	bound	294	NA	NA	1	weight	FOC	294	all	4_4	NA	301	herhalen
herhalen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	0.626241683163313	0.32165211573012675	NA	group2	dependency	NA	bound	294	NA	NA	1	selection	5000	5000	nav	4_4	NA	301	herhalen
herhalen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	0.8918573480422203	0.5858932206398213	NA	group2	dependency	NA	bound	294	NA	NA	1	selection	5000	5000	all	4_4	NA	301	herhalen
herhalen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	0.7672391514839196	0.31013145017531146	NA	group2	dependency	NA	bound	294	NA	NA	1	selection	FOC	142	nav	4_4	NA	301	herhalen
herhalen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	0.6265146730845198	0.2452612083545402	NA	group2	dependency	NA	bound	294	NA	NA	1	selection	FOC	294	all	4_4	NA	301	herhalen
herhalen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	0.9973683179817975	0.22744885955991903	NA	group2	dependency	NA	bound	447	NA	NA	1	no	5000	5000	nav	4_4	NA	306	herhalen
herhalen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	1.4698030126368615	0.38503424439124934	NA	group2	dependency	NA	bound	447	NA	NA	1	no	5000	5000	all	4_4	NA	306	herhalen
herhalen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	0.9914306668927451	0.18816269312853845	NA	group2	dependency	NA	bound	447	NA	NA	1	no	FOC	227	nav	4_4	NA	306	herhalen
herhalen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	0.8536621972859102	0.1387873480310166	NA	group2	dependency	NA	bound	447	NA	NA	1	no	FOC	447	all	4_4	NA	306	herhalen
